  R: 252, G: 252, B: 252
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 252, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 250, B: 250
  R: 250, G: 248, B: 248
  R: 249, G: 242, B: 243
  R: 248, G: 227, B: 231
  R: 246, G: 199, B: 207
  R: 244, G: 156, B: 170
  R: 242, G: 107, B: 130
  R: 241, G: 67, B: 95
  R: 241, G: 41, B: 74
  R: 241, G: 29, B: 64
  R: 241, G: 25, B: 60
  R: 241, G: 25, B: 60
  R: 241, G: 25, B: 60
  R: 241, G: 25, B: 60
  R: 241, G: 25, B: 60
  R: 241, G: 25, B: 60
  R: 241, G: 25, B: 60
  R: 241, G: 25, B: 61
  R: 241, G: 25, B: 61
  R: 241, G: 25, B: 61
  R: 241, G: 25, B: 61
  R: 241, G: 25, B: 60
  R: 241, G: 25, B: 60
  R: 241, G: 25, B: 60
  R: 241, G: 25, B: 60
  R: 241, G: 25, B: 60
  R: 241, G: 25, B: 60
  R: 241, G: 25, B: 61
  R: 241, G: 31, B: 65
  R: 241, G: 45, B: 78
  R: 241, G: 74, B: 101
  R: 243, G: 117, B: 138
  R: 245, G: 165, B: 178
  R: 247, G: 206, B: 213
  R: 249, G: 231, B: 235
  R: 250, G: 244, B: 245
  R: 251, G: 249, B: 249
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 252, G: 251, B: 251
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 251, G: 251, B: 251
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 252, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 250, B: 250
  R: 250, G: 248, B: 248
  R: 249, G: 242, B: 243
  R: 248, G: 226, B: 230
  R: 246, G: 195, B: 204
  R: 244, G: 150, B: 165
  R: 242, G: 99, B: 122
  R: 241, G: 55, B: 86
  R: 241, G: 28, B: 63
  R: 241, G: 14, B: 52
  R: 241, G: 10, B: 48
  R: 241, G: 10, B: 48
  R: 241, G: 9, B: 48
  R: 241, G: 9, B: 48
  R: 241, G: 10, B: 48
  R: 241, G: 10, B: 48
  R: 241, G: 10, B: 48
  R: 241, G: 10, B: 49
  R: 241, G: 10, B: 49
  R: 241, G: 10, B: 49
  R: 241, G: 10, B: 49
  R: 241, G: 10, B: 48
  R: 241, G: 10, B: 48
  R: 241, G: 10, B: 48
  R: 241, G: 9, B: 48
  R: 241, G: 9, B: 48
  R: 241, G: 10, B: 48
  R: 241, G: 10, B: 48
  R: 241, G: 16, B: 53
  R: 241, G: 32, B: 66
  R: 241, G: 63, B: 92
  R: 243, G: 108, B: 130
  R: 245, G: 160, B: 173
  R: 247, G: 202, B: 210
  R: 249, G: 231, B: 234
  R: 250, G: 244, B: 245
  R: 251, G: 249, B: 249
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 252, G: 251, B: 251
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 251, G: 251, B: 251
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 251, G: 250, B: 250
  R: 250, G: 248, B: 248
  R: 249, G: 241, B: 243
  R: 248, G: 225, B: 230
  R: 246, G: 194, B: 204
  R: 244, G: 148, B: 164
  R: 242, G: 95, B: 120
  R: 241, G: 50, B: 82
  R: 241, G: 23, B: 58
  R: 241, G: 9, B: 47
  R: 241, G: 4, B: 43
  R: 241, G: 4, B: 43
  R: 241, G: 3, B: 43
  R: 241, G: 3, B: 43
  R: 241, G: 4, B: 43
  R: 241, G: 4, B: 43
  R: 241, G: 4, B: 44
  R: 241, G: 4, B: 44
  R: 241, G: 4, B: 44
  R: 241, G: 4, B: 44
  R: 241, G: 4, B: 44
  R: 241, G: 4, B: 43
  R: 241, G: 4, B: 43
  R: 241, G: 4, B: 43
  R: 241, G: 3, B: 43
  R: 241, G: 3, B: 43
  R: 241, G: 4, B: 43
  R: 241, G: 5, B: 44
  R: 241, G: 11, B: 49
  R: 241, G: 27, B: 62
  R: 241, G: 58, B: 88
  R: 243, G: 105, B: 128
  R: 245, G: 158, B: 172
  R: 247, G: 202, B: 210
  R: 249, G: 230, B: 234
  R: 250, G: 243, B: 245
  R: 251, G: 249, B: 249
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 252, G: 251, B: 251
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 251, G: 251, B: 251
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 251, B: 252
  R: 252, G: 251, B: 252
  R: 252, G: 251, B: 252
  R: 252, G: 251, B: 252
  R: 252, G: 251, B: 252
  R: 252, G: 251, B: 252
  R: 252, G: 251, B: 251
  R: 251, G: 250, B: 251
  R: 251, G: 250, B: 251
  R: 251, G: 250, B: 250
  R: 250, G: 248, B: 248
  R: 249, G: 241, B: 243
  R: 248, G: 225, B: 230
  R: 246, G: 194, B: 204
  R: 244, G: 147, B: 164
  R: 242, G: 94, B: 120
  R: 241, G: 50, B: 82
  R: 241, G: 22, B: 57
  R: 241, G: 8, B: 46
  R: 241, G: 4, B: 42
  R: 241, G: 3, B: 42
  R: 241, G: 3, B: 42
  R: 241, G: 3, B: 42
  R: 241, G: 3, B: 42
  R: 241, G: 4, B: 42
  R: 241, G: 4, B: 43
  R: 241, G: 4, B: 44
  R: 241, G: 4, B: 44
  R: 241, G: 4, B: 44
  R: 241, G: 4, B: 43
  R: 241, G: 4, B: 42
  R: 241, G: 3, B: 42
  R: 241, G: 3, B: 42
  R: 241, G: 3, B: 42
  R: 241, G: 3, B: 42
  R: 241, G: 4, B: 42
  R: 241, G: 5, B: 43
  R: 241, G: 10, B: 48
  R: 241, G: 26, B: 61
  R: 241, G: 57, B: 88
  R: 243, G: 104, B: 128
  R: 245, G: 157, B: 172
  R: 247, G: 202, B: 210
  R: 249, G: 230, B: 234
  R: 250, G: 243, B: 245
  R: 251, G: 249, B: 249
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 252, G: 251, B: 251
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 251, G: 251, B: 251
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 251, G: 251, B: 252
  R: 251, G: 251, B: 252
  R: 251, G: 251, B: 252
  R: 251, G: 251, B: 252
  R: 251, G: 251, B: 252
  R: 251, G: 251, B: 252
  R: 251, G: 251, B: 252
  R: 251, G: 251, B: 251
  R: 251, G: 250, B: 251
  R: 250, G: 249, B: 251
  R: 250, G: 249, B: 250
  R: 250, G: 247, B: 248
  R: 249, G: 241, B: 243
  R: 248, G: 225, B: 230
  R: 246, G: 194, B: 204
  R: 244, G: 147, B: 164
  R: 242, G: 94, B: 120
  R: 241, G: 50, B: 82
  R: 241, G: 22, B: 57
  R: 241, G: 8, B: 46
  R: 241, G: 3, B: 42
  R: 241, G: 3, B: 42
  R: 241, G: 2, B: 42
  R: 241, G: 2, B: 42
  R: 241, G: 3, B: 42
  R: 241, G: 3, B: 42
  R: 241, G: 3, B: 43
  R: 241, G: 3, B: 44
  R: 241, G: 3, B: 44
  R: 241, G: 3, B: 44
  R: 241, G: 3, B: 43
  R: 241, G: 3, B: 42
  R: 241, G: 3, B: 42
  R: 241, G: 2, B: 42
  R: 241, G: 2, B: 42
  R: 241, G: 3, B: 42
  R: 241, G: 3, B: 42
  R: 241, G: 4, B: 43
  R: 241, G: 10, B: 48
  R: 241, G: 26, B: 61
  R: 241, G: 57, B: 88
  R: 243, G: 104, B: 128
  R: 245, G: 157, B: 172
  R: 247, G: 202, B: 210
  R: 249, G: 230, B: 234
  R: 250, G: 243, B: 245
  R: 251, G: 249, B: 249
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 252, G: 251, B: 251
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 251, G: 251, B: 251
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 251, B: 252
  R: 251, G: 251, B: 252
  R: 251, G: 251, B: 252
  R: 251, G: 251, B: 252
  R: 251, G: 251, B: 252
  R: 251, G: 251, B: 252
  R: 251, G: 251, B: 252
  R: 251, G: 251, B: 252
  R: 251, G: 250, B: 251
  R: 250, G: 250, B: 251
  R: 250, G: 249, B: 251
  R: 250, G: 248, B: 250
  R: 249, G: 247, B: 248
  R: 248, G: 241, B: 243
  R: 248, G: 225, B: 230
  R: 246, G: 194, B: 204
  R: 244, G: 147, B: 164
  R: 242, G: 94, B: 120
  R: 241, G: 49, B: 82
  R: 241, G: 21, B: 57
  R: 241, G: 8, B: 46
  R: 241, G: 3, B: 42
  R: 241, G: 3, B: 42
  R: 241, G: 2, B: 42
  R: 241, G: 2, B: 42
  R: 241, G: 3, B: 42
  R: 241, G: 3, B: 42
  R: 241, G: 3, B: 43
  R: 241, G: 3, B: 44
  R: 241, G: 3, B: 44
  R: 241, G: 3, B: 44
  R: 241, G: 3, B: 43
  R: 241, G: 3, B: 42
  R: 241, G: 3, B: 42
  R: 241, G: 2, B: 42
  R: 241, G: 2, B: 42
  R: 241, G: 3, B: 42
  R: 241, G: 3, B: 42
  R: 241, G: 3, B: 43
  R: 241, G: 10, B: 48
  R: 241, G: 26, B: 61
  R: 241, G: 57, B: 88
  R: 243, G: 104, B: 128
  R: 245, G: 157, B: 172
  R: 247, G: 202, B: 210
  R: 249, G: 230, B: 234
  R: 250, G: 243, B: 245
  R: 251, G: 249, B: 249
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 252, G: 251, B: 251
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 251, G: 251, B: 251
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 251, G: 251, B: 252
  R: 251, G: 251, B: 252
  R: 251, G: 251, B: 252
  R: 251, G: 250, B: 252
  R: 251, G: 250, B: 252
  R: 250, G: 250, B: 252
  R: 250, G: 250, B: 252
  R: 250, G: 250, B: 252
  R: 250, G: 250, B: 251
  R: 250, G: 249, B: 251
  R: 249, G: 249, B: 251
  R: 249, G: 248, B: 250
  R: 249, G: 247, B: 248
  R: 248, G: 240, B: 243
  R: 248, G: 224, B: 230
  R: 246, G: 193, B: 204
  R: 244, G: 146, B: 164
  R: 242, G: 94, B: 120
  R: 241, G: 49, B: 82
  R: 241, G: 21, B: 57
  R: 241, G: 8, B: 46
  R: 241, G: 3, B: 42
  R: 241, G: 3, B: 42
  R: 241, G: 2, B: 42
  R: 241, G: 2, B: 42
  R: 241, G: 3, B: 42
  R: 241, G: 3, B: 42
  R: 241, G: 3, B: 43
  R: 241, G: 4, B: 44
  R: 241, G: 4, B: 44
  R: 241, G: 4, B: 44
  R: 241, G: 3, B: 43
  R: 241, G: 3, B: 42
  R: 241, G: 3, B: 42
  R: 241, G: 2, B: 42
  R: 241, G: 2, B: 42
  R: 241, G: 3, B: 42
  R: 241, G: 3, B: 42
  R: 241, G: 4, B: 43
  R: 241, G: 10, B: 48
  R: 241, G: 26, B: 61
  R: 241, G: 57, B: 88
  R: 243, G: 104, B: 128
  R: 245, G: 157, B: 172
  R: 247, G: 202, B: 210
  R: 249, G: 230, B: 234
  R: 250, G: 243, B: 245
  R: 251, G: 249, B: 249
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 252, G: 251, B: 251
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 251, G: 251, B: 251
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 251, G: 251, B: 252
  R: 251, G: 251, B: 252
  R: 251, G: 251, B: 252
  R: 251, G: 250, B: 252
  R: 250, G: 250, B: 252
  R: 250, G: 249, B: 252
  R: 250, G: 249, B: 252
  R: 250, G: 249, B: 252
  R: 250, G: 249, B: 251
  R: 249, G: 248, B: 251
  R: 248, G: 248, B: 251
  R: 248, G: 247, B: 250
  R: 248, G: 246, B: 248
  R: 247, G: 240, B: 243
  R: 247, G: 223, B: 230
  R: 245, G: 193, B: 204
  R: 244, G: 146, B: 164
  R: 242, G: 93, B: 120
  R: 240, G: 49, B: 82
  R: 240, G: 21, B: 57
  R: 240, G: 8, B: 46
  R: 240, G: 4, B: 42
  R: 240, G: 3, B: 42
  R: 241, G: 3, B: 42
  R: 241, G: 3, B: 42
  R: 241, G: 4, B: 42
  R: 241, G: 4, B: 42
  R: 241, G: 4, B: 43
  R: 241, G: 4, B: 44
  R: 241, G: 4, B: 44
  R: 241, G: 4, B: 44
  R: 241, G: 4, B: 43
  R: 241, G: 4, B: 42
  R: 241, G: 4, B: 42
  R: 241, G: 3, B: 42
  R: 241, G: 3, B: 42
  R: 241, G: 3, B: 42
  R: 241, G: 4, B: 42
  R: 241, G: 5, B: 43
  R: 241, G: 10, B: 48
  R: 241, G: 26, B: 61
  R: 241, G: 57, B: 88
  R: 243, G: 104, B: 128
  R: 245, G: 157, B: 172
  R: 247, G: 202, B: 210
  R: 249, G: 230, B: 234
  R: 250, G: 243, B: 245
  R: 251, G: 249, B: 249
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 252, G: 251, B: 251
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 251, G: 251, B: 251
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 251, G: 251, B: 252
  R: 251, G: 251, B: 252
  R: 251, G: 251, B: 252
  R: 251, G: 250, B: 252
  R: 250, G: 249, B: 252
  R: 249, G: 249, B: 252
  R: 249, G: 248, B: 252
  R: 249, G: 247, B: 252
  R: 249, G: 246, B: 251
  R: 249, G: 245, B: 251
  R: 248, G: 245, B: 251
  R: 248, G: 243, B: 250
  R: 248, G: 241, B: 248
  R: 247, G: 235, B: 243
  R: 246, G: 220, B: 230
  R: 245, G: 189, B: 204
  R: 243, G: 144, B: 164
  R: 242, G: 92, B: 120
  R: 240, G: 48, B: 82
  R: 240, G: 21, B: 57
  R: 240, G: 8, B: 46
  R: 240, G: 4, B: 42
  R: 240, G: 3, B: 42
  R: 241, G: 3, B: 42
  R: 241, G: 3, B: 42
  R: 241, G: 4, B: 42
  R: 241, G: 4, B: 42
  R: 241, G: 4, B: 43
  R: 241, G: 4, B: 44
  R: 241, G: 4, B: 44
  R: 241, G: 4, B: 44
  R: 241, G: 4, B: 43
  R: 241, G: 4, B: 42
  R: 241, G: 4, B: 42
  R: 241, G: 3, B: 42
  R: 241, G: 3, B: 42
  R: 241, G: 3, B: 42
  R: 241, G: 4, B: 42
  R: 241, G: 5, B: 43
  R: 241, G: 10, B: 48
  R: 241, G: 26, B: 61
  R: 241, G: 57, B: 88
  R: 243, G: 104, B: 128
  R: 245, G: 157, B: 172
  R: 247, G: 202, B: 210
  R: 249, G: 230, B: 234
  R: 250, G: 244, B: 245
  R: 251, G: 249, B: 249
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 252, G: 251, B: 251
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 251, G: 251, B: 251
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 251, G: 251, B: 252
  R: 251, G: 251, B: 252
  R: 251, G: 251, B: 252
  R: 250, G: 250, B: 252
  R: 250, G: 249, B: 252
  R: 249, G: 248, B: 252
  R: 248, G: 246, B: 252
  R: 248, G: 244, B: 252
  R: 247, G: 241, B: 251
  R: 247, G: 238, B: 251
  R: 246, G: 236, B: 251
  R: 246, G: 234, B: 250
  R: 246, G: 232, B: 248
  R: 245, G: 227, B: 243
  R: 245, G: 211, B: 230
  R: 244, G: 182, B: 204
  R: 242, G: 138, B: 164
  R: 241, G: 88, B: 120
  R: 240, G: 46, B: 82
  R: 240, G: 20, B: 57
  R: 240, G: 8, B: 46
  R: 240, G: 4, B: 42
  R: 240, G: 3, B: 42
  R: 241, G: 3, B: 42
  R: 241, G: 3, B: 42
  R: 241, G: 4, B: 42
  R: 241, G: 4, B: 42
  R: 241, G: 4, B: 43
  R: 241, G: 4, B: 44
  R: 241, G: 4, B: 44
  R: 241, G: 4, B: 44
  R: 241, G: 4, B: 43
  R: 241, G: 4, B: 42
  R: 241, G: 4, B: 42
  R: 241, G: 3, B: 42
  R: 241, G: 3, B: 42
  R: 241, G: 3, B: 42
  R: 241, G: 4, B: 42
  R: 241, G: 5, B: 43
  R: 241, G: 10, B: 48
  R: 241, G: 26, B: 61
  R: 241, G: 57, B: 88
  R: 243, G: 104, B: 128
  R: 245, G: 157, B: 172
  R: 247, G: 202, B: 210
  R: 249, G: 230, B: 234
  R: 250, G: 244, B: 245
  R: 251, G: 249, B: 249
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 252, G: 251, B: 251
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 251, G: 251, B: 251
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 251, G: 251, B: 252
  R: 251, G: 251, B: 252
  R: 251, G: 251, B: 252
  R: 250, G: 250, B: 252
  R: 249, G: 249, B: 252
  R: 249, G: 247, B: 252
  R: 248, G: 244, B: 252
  R: 247, G: 238, B: 252
  R: 246, G: 233, B: 251
  R: 245, G: 225, B: 251
  R: 244, G: 221, B: 251
  R: 244, G: 218, B: 250
  R: 244, G: 216, B: 248
  R: 243, G: 210, B: 243
  R: 243, G: 196, B: 230
  R: 242, G: 169, B: 204
  R: 241, G: 128, B: 164
  R: 239, G: 82, B: 120
  R: 239, G: 43, B: 82
  R: 239, G: 19, B: 57
  R: 239, G: 8, B: 46
  R: 240, G: 4, B: 42
  R: 240, G: 3, B: 42
  R: 241, G: 3, B: 42
  R: 241, G: 3, B: 42
  R: 241, G: 4, B: 42
  R: 241, G: 4, B: 42
  R: 241, G: 4, B: 43
  R: 241, G: 4, B: 44
  R: 241, G: 4, B: 44
  R: 241, G: 4, B: 44
  R: 241, G: 4, B: 43
  R: 241, G: 4, B: 42
  R: 241, G: 4, B: 42
  R: 241, G: 3, B: 42
  R: 241, G: 3, B: 42
  R: 241, G: 3, B: 42
  R: 241, G: 4, B: 42
  R: 241, G: 5, B: 43
  R: 241, G: 10, B: 48
  R: 241, G: 26, B: 61
  R: 241, G: 57, B: 88
  R: 243, G: 104, B: 128
  R: 245, G: 157, B: 172
  R: 247, G: 202, B: 210
  R: 249, G: 230, B: 234
  R: 250, G: 244, B: 245
  R: 251, G: 249, B: 249
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 252, G: 251, B: 251
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 251, G: 251, B: 251
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 251, G: 251, B: 252
  R: 251, G: 251, B: 252
  R: 251, G: 251, B: 252
  R: 250, G: 250, B: 252
  R: 249, G: 248, B: 252
  R: 248, G: 246, B: 252
  R: 247, G: 240, B: 252
  R: 246, G: 232, B: 252
  R: 244, G: 220, B: 251
  R: 242, G: 209, B: 251
  R: 242, G: 201, B: 251
  R: 241, G: 197, B: 250
  R: 241, G: 193, B: 248
  R: 240, G: 188, B: 243
  R: 240, G: 176, B: 230
  R: 240, G: 151, B: 204
  R: 239, G: 115, B: 164
  R: 239, G: 74, B: 120
  R: 239, G: 39, B: 82
  R: 239, G: 17, B: 57
  R: 239, G: 7, B: 46
  R: 240, G: 4, B: 42
  R: 240, G: 3, B: 42
  R: 241, G: 3, B: 42
  R: 241, G: 3, B: 42
  R: 241, G: 4, B: 42
  R: 241, G: 4, B: 42
  R: 241, G: 4, B: 43
  R: 241, G: 4, B: 44
  R: 241, G: 4, B: 44
  R: 241, G: 4, B: 44
  R: 241, G: 4, B: 43
  R: 241, G: 4, B: 42
  R: 241, G: 3, B: 42
  R: 241, G: 3, B: 42
  R: 241, G: 3, B: 42
  R: 241, G: 3, B: 42
  R: 241, G: 3, B: 42
  R: 241, G: 5, B: 43
  R: 241, G: 10, B: 48
  R: 241, G: 26, B: 61
  R: 241, G: 57, B: 88
  R: 243, G: 104, B: 128
  R: 245, G: 157, B: 172
  R: 247, G: 202, B: 210
  R: 249, G: 230, B: 234
  R: 250, G: 243, B: 245
  R: 251, G: 249, B: 249
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 252, G: 251, B: 251
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 251, G: 251, B: 251
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 251, G: 251, B: 252
  R: 251, G: 251, B: 252
  R: 251, G: 251, B: 252
  R: 250, G: 250, B: 252
  R: 249, G: 248, B: 252
  R: 248, G: 245, B: 252
  R: 247, G: 237, B: 252
  R: 245, G: 224, B: 252
  R: 243, G: 208, B: 251
  R: 240, G: 192, B: 251
  R: 239, G: 180, B: 251
  R: 238, G: 174, B: 250
  R: 238, G: 170, B: 248
  R: 238, G: 166, B: 243
  R: 238, G: 155, B: 230
  R: 238, G: 133, B: 204
  R: 238, G: 101, B: 164
  R: 238, G: 65, B: 120
  R: 239, G: 34, B: 82
  R: 239, G: 15, B: 57
  R: 239, G: 6, B: 46
  R: 240, G: 3, B: 42
  R: 240, G: 3, B: 42
  R: 241, G: 2, B: 42
  R: 241, G: 2, B: 42
  R: 241, G: 3, B: 42
  R: 241, G: 3, B: 42
  R: 241, G: 3, B: 43
  R: 241, G: 3, B: 44
  R: 241, G: 3, B: 44
  R: 241, G: 3, B: 44
  R: 241, G: 3, B: 43
  R: 241, G: 3, B: 42
  R: 241, G: 3, B: 42
  R: 241, G: 2, B: 42
  R: 241, G: 2, B: 42
  R: 241, G: 3, B: 42
  R: 241, G: 3, B: 42
  R: 241, G: 4, B: 43
  R: 241, G: 10, B: 48
  R: 241, G: 26, B: 61
  R: 241, G: 57, B: 88
  R: 243, G: 104, B: 128
  R: 245, G: 157, B: 172
  R: 247, G: 202, B: 210
  R: 249, G: 230, B: 234
  R: 250, G: 243, B: 245
  R: 251, G: 249, B: 249
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 252, G: 251, B: 251
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 251, G: 251, B: 251
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 251, G: 251, B: 252
  R: 251, G: 251, B: 252
  R: 251, G: 251, B: 252
  R: 250, G: 250, B: 252
  R: 249, G: 248, B: 252
  R: 248, G: 244, B: 252
  R: 246, G: 235, B: 252
  R: 244, G: 219, B: 252
  R: 241, G: 199, B: 251
  R: 239, G: 179, B: 251
  R: 236, G: 165, B: 251
  R: 236, G: 157, B: 250
  R: 236, G: 153, B: 248
  R: 236, G: 148, B: 243
  R: 236, G: 138, B: 230
  R: 236, G: 119, B: 204
  R: 236, G: 91, B: 164
  R: 238, G: 58, B: 120
  R: 238, G: 31, B: 82
  R: 238, G: 14, B: 57
  R: 239, G: 6, B: 46
  R: 239, G: 3, B: 42
  R: 240, G: 3, B: 42
  R: 240, G: 2, B: 42
  R: 240, G: 2, B: 42
  R: 240, G: 3, B: 42
  R: 240, G: 3, B: 42
  R: 240, G: 3, B: 43
  R: 240, G: 3, B: 44
  R: 240, G: 3, B: 44
  R: 240, G: 3, B: 44
  R: 240, G: 3, B: 43
  R: 240, G: 3, B: 42
  R: 240, G: 3, B: 42
  R: 240, G: 2, B: 42
  R: 240, G: 2, B: 42
  R: 240, G: 3, B: 42
  R: 240, G: 3, B: 42
  R: 240, G: 3, B: 43
  R: 241, G: 10, B: 48
  R: 241, G: 26, B: 61
  R: 241, G: 57, B: 88
  R: 243, G: 104, B: 128
  R: 245, G: 157, B: 172
  R: 247, G: 202, B: 210
  R: 249, G: 230, B: 234
  R: 250, G: 243, B: 245
  R: 251, G: 249, B: 249
  R: 251, G: 251, B: 251
  R: 251, G: 251, B: 251
  R: 252, G: 251, B: 251
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 251, G: 251, B: 251
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 252, G: 252, B: 252
  R: 251, G: 251, B: 252
  R: 251, G: 251, B: 252
  R: 251, G: 251, B: 252
  R: 250, G: 250, B: 252
